SECCION 1 - RESUMEN POR ZONA

"Zona","Matriculas","Personas","Capacidad (meta)","Cupos disponibles","Ocupacion (%)","Cursos","Grupos","En espera","Cursos baja ocupacion (<30%)"
Bogota & Cundinamarca,6008,6008,8750,2742,68.7,36,168,106,8
Antioquia Eje Cafetero,2602,2602,4900,2298,53.1,25,95,16,8
Caribe,1856,1856,2400,544,77.3,23,47,13,3
Santanderes & Boyaca,1372,1372,1470,98,93.3,16,28,11,2
Pacifico,3628,3628,4550,922,79.7,27,88,49,3
Sur y Llanos,3070,3070,5150,2080,59.6,20,103,42,4
Total 6 zonas,18536,18536,27220,8684,68.1,,529,237,28

SECCION 2 - DETALLE DE CURSOS POR ZONA

"Zona","Codigo","Curso","Grupos","Capacidad","Matriculados","Disponibles","Grupos llenos","En espera"
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4820,Miercoles 10:00 - 11:30 a.m,50,17,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4821,Jueves 20:00 - 21:30 p.m,50,29,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4822,Jueves 20:00 - 21:30 p.m,50,13,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4825,Viernes 9:00 - 10:30 a.m,50,9,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4826,Viernes 20:00 - 21:30 p.m,50,39,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4827,Sabado 8:00 - 9:30 a.m,50,39,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4828,Sabado 10:00 - 11:30 a.m,50,28,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4829,Sabado 11:00 - 12:30 a.m,50,36,0
Bogota & Cundinamarca,C-2617,Despertar Humano,G-4909,Jueves 20:00 - 21:30 p.m,50,12,0
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4931,Martes 9:00 - 10:30 a.m,50,50,4
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4932,Martes 20:00 - 21:30 p.m,50,50,1
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4933,Viernes 16:00 - 17:30 p.m,50,50,4
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4934,Viernes 16:00 - 17:30 p.m,50,50,1
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4935,Sabado 8:00 - 9:30 a.m,50,50,0
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4936,Sabado 8:00 - 9:30 a.m,50,50,0
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4937,Sabado 9:00 - 10:30 a.m,50,50,0
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4938,Sabado 10:00 - 11:30 a.m,50,50,1
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4940,Sabado 10:00 - 11:30 a.m,50,50,0
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4941,Sabado 10:00 - 11:30 a.m,50,50,1
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4952,Lunes 20:00 - 21:30 p.m,50,50,3
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4953,Martes 11:00 - 12:30 a.m,50,50,0
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4954,Viernes 19:00 - 20:30 p.m,50,50,1
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4955,Sabado 9:00 - 10:30 a.m,50,50,2
Bogota & Cundinamarca,C-2581,Ingles Nivel 1,G-4958,Lunes 20:00 - 21:30 p.m,50,50,4
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4780,Lunes 15:00 - 16:30 p.m,50,50,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4786,Martes 19:00 - 20:30 p.m,50,50,1
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4787,Viernes 20:00 - 21:30 p.m,50,50,1
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4789,Sabado 8:00 - 9:30 a.m,50,50,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4790,Sabado 8:00 - 9:30 a.m,50,50,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4791,Sabado 9:00 - 10:30 a.m,50,50,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4792,Sabado 9:00 - 10:30 a.m,50,50,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4794,Sabado 9:00 - 10:30 a.m,50,34,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4797,Sabado 10:00 - 11:30 a.m,50,50,0
Bogota & Cundinamarca,C-2491,Comprension Lectora,G-4908,Sabado 9:00 - 10:30 a.m,50,21,0
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4802,Martes 16:00 - 17:30 p.m,50,50,0
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4803,Martes 20:00 - 21:30 p.m,50,50,0
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4804,Miercoles 19:00 - 20:30 p.m,50,50,1
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4805,Jueves 18:00 - 19:30 p.m,50,50,1
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4806,Jueves 19:00 - 20:30 p.m,50,50,0
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4807,Sabado 8:00 - 9:30 a.m,50,50,0
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4808,Sabado 8:00 - 9:30 a.m,50,50,0
Bogota & Cundinamarca,C-2619,Despertar Emprendedor,G-4809,Sabado 10:00 - 11:30 a.m,50,50,1
Bogota & Cundinamarca,C-2612,El ABC del Reciclaje,G-4848,Lunes 10:00 - 11:30 a.m,50,7,0
Bogota & Cundinamarca,C-2612,El ABC del Reciclaje,G-4849,Martes 19:00 - 20:30 p.m,50,8,0
Bogota & Cundinamarca,C-2612,El ABC del Reciclaje,G-4850,Sabado 8:00 - 9:30 a.m,50,9,0
Bogota & Cundinamarca,C-2612,El ABC del Reciclaje,G-4851,Sabado 9:00 - 10:30 a.m,50,9,0
Bogota & Cundinamarca,C-2612,El ABC del Reciclaje,G-4911,Viernes 15:00 - 16:30 p.m,50,8,0
Antioquia Eje Cafetero,C-2690,Bienestar para la Persona Mayor,G-4654,Miercoles 20:00 - 21:30 p.m,50,22,0
Antioquia Eje Cafetero,C-2690,Bienestar para la Persona Mayor,G-4699,Viernes 15:00 - 16:30 p.m,50,31,0
Antioquia Eje Cafetero,C-2690,Bienestar para la Persona Mayor,G-5087,Miercoles 19:30 - 21:00 p.m,50,8,0
Antioquia Eje Cafetero,C-2690,Bienestar para la Persona Mayor,G-5088,Sabado 10:00 - 11:30 a.m,50,25,0
Antioquia Eje Cafetero,C-2737,Business English 1,G-4772,Sabado 8:00 - 9:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2693,Despertar Emprendedor,G-4723,Viernes 20:00 - 21:30 p.m,50,50,0
Antioquia Eje Cafetero,C-2693,Despertar Emprendedor,G-4724,Sabado 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2693,Despertar Emprendedor,G-5096,Viernes 19:30 - 21:00 p.m,50,50,0
Antioquia Eje Cafetero,C-2687,Sin Limites Virtual,G-4714,Sabado 9:00 - 10:30 a.m,50,11,0
Antioquia Eje Cafetero,C-2738,"Bisuteria 1, 2",G-4798,Sabado 9:00 - 10:30 a.m,50,50,1
Antioquia Eje Cafetero,C-2692,Estrategias para la Busqueda de Empleo,G-4713,Martes 15:00 - 16:30 p.m,50,13,0
Antioquia Eje Cafetero,C-2692,Estrategias para la Busqueda de Empleo,G-4720,Sabado 9:00 - 10:30 a.m,50,10,0
Antioquia Eje Cafetero,C-2692,Estrategias para la Busqueda de Empleo,G-5091,Martes 15:30 - 17:00 p.m,50,2,0
Antioquia Eje Cafetero,C-2641,Modisteria (Faldas),G-4646,Sabado 8:00 - 9:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2641,Modisteria (Faldas),G-5104,Sabado 8:00 - 9:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2730,Peinados y Trenzas,G-4648,Viernes 15:00 - 16:30 p.m,50,50,0
Antioquia Eje Cafetero,C-2730,Peinados y Trenzas,G-5105,Miercoles 17:00 - 18:30 p.m,50,50,0
Antioquia Eje Cafetero,C-2730,Peinados y Trenzas,G-5106,Martes 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2682,Pintura en Madera,G-4756,Martes 15:00 - 16:30 p.m,50,50,1
Antioquia Eje Cafetero,C-2644,Manejo de Maquinas de Confeccion,G-4755,Viernes 15:00 - 16:30 p.m,50,50,0
Antioquia Eje Cafetero,C-2639,Familias Empresarias del Campo,G-4761,Sabado 10:00 - 11:30 a.m,50,27,0
Antioquia Eje Cafetero,C-2629,Reposteria 1,G-4758,Martes 19:00 - 20:30 p.m,50,50,2
Antioquia Eje Cafetero,C-2629,Reposteria 1,G-4759,Sabado 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2629,Reposteria 1,G-5029,Sabado 9:00 - 10:30 a.m,50,50,1
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-4712,Viernes 19:00 - 20:30 p.m,50,50,0
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-4716,Miercoles 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-5014,Sabado 9:00 - 10:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-5015,Miercoles 10:30 - 12:00 m,50,50,0
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-5040,Sabado 8:00 - 9:30 a.m,50,50,1
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-5089,Sabado 9:30 - 11:00 a.m,50,50,1
Antioquia Eje Cafetero,C-2691,Comprension Lectora,G-5090,Miercoles 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-4650,Miercoles 19:00 - 20:30 p.m,50,43,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-4652,Jueves 20:00 - 21:30 p.m,50,37,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-4733,Miercoles 19:00 - 20:30 p.m,50,16,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-4734,Viernes 20:00 - 21:30 p.m,50,25,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-4735,Miercoles 19:00 - 20:30 p.m,50,5,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5019,Viernes 20:00 - 21:30 p.m,50,17,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5020,Viernes 10:00 - 11:30 a.m,50,34,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5021,Martes 20:00 - 21:30 p.m,50,8,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5023,Martes 20:30 - 22:00 p.m,50,16,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5024,Sabado 9:00 - 10:30 a.m,50,38,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5025,Sabado 8:00 - 9:30 a.m,50,34,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5026,Viernes 20:30 - 22:00 p.m,50,25,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5101,Sabado 9:30 - 11:00 a.m,50,29,0
Antioquia Eje Cafetero,C-2689,Sistemas e Informatica | Nivel basico,G-5102,Sabado 8:30 - 10:00 a.m,50,12,0
Antioquia Eje Cafetero,C-2519,BONSAI EN ALAMBRE Y PEDRERIA,G-5038,Sabado 8:00 - 9:30 a.m,50,0,0
Antioquia Eje Cafetero,C-2542,ENGLISH LEASING A CONVERSACION,G-5037,Viernes 8:00 - 9:30 a.m,100,0,0
Antioquia Eje Cafetero,C-2541,SISTEMAS E INFORMATICA • SISTEMA BASICO,G-5036,Martes 8:00 - 9:30 a.m,100,3,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-4718,Martes 20:00 - 21:30 p.m,50,18,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-4719,Martes 10:00 - 11:30 a.m,50,12,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-4721,Martes 20:00 - 21:30 p.m,50,2,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-5016,Jueves 20:00 - 21:30 p.m,50,12,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-5018,Sabado 9:00 - 10:30 a.m,50,24,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-5092,Martes 19:30 - 21:00 p.m,50,4,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-5093,Martes 10:30 - 12:00 m,50,7,0
Antioquia Eje Cafetero,C-2731,Orientacion Emprendedora,G-5095,Sabado 9:30 - 11:00 a.m,50,19,0
Antioquia Eje Cafetero,C-2686,Ingles Nivel 2,G-4750,Viernes 19:00 - 20:30 p.m,50,25,0
Antioquia Eje Cafetero,C-2686,Ingles Nivel 2,G-4751,Sabado 8:00 - 9:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2686,Ingles Nivel 2,G-4753,Jueves 20:00 - 21:30 p.m,50,27,0
Antioquia Eje Cafetero,C-2686,Ingles Nivel 2,G-4754,Martes 20:00 - 21:30 p.m,50,26,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-4725,Jueves 19:00 - 20:30 p.m,50,19,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-4726,Sabado 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-4727,Martes 20:00 - 21:30 p.m,50,37,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-4728,Viernes 19:00 - 20:30 p.m,50,15,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-5097,Jueves 19:30 - 21:00 p.m,50,4,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-5098,Sabado 10:30 - 12:00 m,50,49,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-5099,Martes 19:30 - 21:00 p.m,50,13,0
Antioquia Eje Cafetero,C-2637,Economia del Hogar,G-5100,Viernes 19:30 - 21:00 p.m,50,12,0
Antioquia Eje Cafetero,C-2684,Sistemas Nivel 2,G-4736,Jueves 20:00 - 21:30 p.m,50,23,0
Antioquia Eje Cafetero,C-2684,Sistemas Nivel 2,G-4737,Miercoles 20:00 - 21:30 p.m,50,12,0
Antioquia Eje Cafetero,C-2684,Sistemas Nivel 2,G-4738,Viernes 15:00 - 16:30 p.m,50,22,0
Antioquia Eje Cafetero,C-2684,Sistemas Nivel 2,G-5027,Sabado 8:00 - 9:30 a.m,50,13,0
Antioquia Eje Cafetero,C-2684,Sistemas Nivel 2,G-5028,Sabado 8:30 - 10:00 a.m,50,22,0
Antioquia Eje Cafetero,C-2538,HUERTAS CASERAS,G-5058,Jueves 8:00 - 9:30 a.m,100,0,0
Antioquia Eje Cafetero,C-2694,El ABC del Reciclaje,G-4656,Sabado 8:00 - 9:30 a.m,50,10,0
Antioquia Eje Cafetero,C-2694,El ABC del Reciclaje,G-4739,Viernes 15:00 - 16:30 p.m,50,11,0
Antioquia Eje Cafetero,C-2694,El ABC del Reciclaje,G-5103,Sabado 8:30 - 10:00 a.m,50,9,0
Antioquia Eje Cafetero,C-2729,Ingles Nivel 1,G-4740,Sabado 8:00 - 9:30 a.m,50,50,2
Antioquia Eje Cafetero,C-2729,Ingles Nivel 1,G-4743,Sabado 10:00 - 11:30 a.m,50,50,3
Antioquia Eje Cafetero,C-2729,Ingles Nivel 1,G-4744,Jueves 15:00 - 16:30 p.m,50,50,1
Antioquia Eje Cafetero,C-2729,Ingles Nivel 1,G-4747,Sabado 8:00 - 9:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2729,Ingles Nivel 1,G-4748,Miercoles 20:00 - 21:30 p.m,50,50,3
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4649,Sabado 10:00 - 11:30 a.m,50,50,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4695,Miercoles 20:00 - 21:30 p.m,50,26,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4696,Martes 20:00 - 21:30 p.m,50,18,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4697,Sabado 10:00 - 11:30 a.m,50,16,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4698,Sabado 8:00 - 9:30 a.m,50,15,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4717,Miercoles 10:00 - 11:30 a.m,50,15,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-4760,Viernes 19:00 - 20:30 p.m,50,20,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-5011,Miercoles 20:30 - 22:00 p.m,50,14,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-5012,Miercoles 10:30 - 12:00 m,50,1,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-5083,Martes 19:30 - 21:00 p.m,50,6,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-5084,Sabado 8:30 - 10:00 a.m,50,5,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-5085,Sabado 9:00 - 10:30 a.m,50,17,0
Antioquia Eje Cafetero,C-2713,Despertar Humano,G-5086,Viernes 19:30 - 21:00 p.m,50,11,0
Caribe,C-2711,Manejo de Maquinas de Confeccion,G-4685,Miercoles 14:30 - 16:00 p.m,60,60,0
Caribe,C-2732,Frances Nivel 1,G-4672,Viernes 15:00 - 16:30 p.m,50,50,1
Caribe,C-2633,Estrategias para la Busqueda de Empleo,G-4641,Sabado 9:00 - 10:30 a.m,50,21,0
Caribe,C-2707,Reposteria 1,G-4682,Viernes 9:00 - 10:30 a.m,60,60,3
Caribe,C-2707,Reposteria 1,G-4683,Viernes 18:00 - 19:30 p.m,60,60,0
Caribe,C-2709,Reposteria 2,G-4673,Sabado 10:00 - 11:30 a.m,60,44,0
Caribe,C-2709,Reposteria 2,G-4684,Viernes 9:00 - 10:30 a.m,60,22,0
Caribe,C-2634,Sin Limites Virtual,G-4707,Sabado 15:00 - 16:30 p.m,50,5,0
Caribe,C-2733,Modisteria (Faldas),G-4686,Martes 15:00 - 16:30 p.m,60,60,0
Caribe,C-2733,Modisteria (Faldas),G-4813,Miercoles 8:00 - 9:30 a.m,60,60,0
Caribe,C-2715,Bisuteria 1,G-4708,Sabado 9:00 - 10:30 a.m,60,60,0
Caribe,C-2536,Comprension Lectora,G-4639,Viernes 18:00 - 19:30 p.m,50,27,0
Caribe,C-2536,Comprension Lectora,G-4647,Sabado 8:00 - 9:30 a.m,50,50,0
Caribe,C-2536,Comprension Lectora,G-4704,Martes 8:00 - 9:30 a.m,50,37,0
Caribe,C-2536,Comprension Lectora,G-5062,Sabado 15:00 - 16:30 p.m,50,50,0
Caribe,C-2536,Comprension Lectora,G-5063,Viernes 15:00 - 16:30 p.m,50,49,0
Caribe,C-2716,El ABC del Reciclaje,G-4710,Viernes 16:30 - 18:00 p.m,50,35,0
Caribe,C-2661,Orientacion Emprendedora,G-4637,Sabado 9:00 - 10:30 a.m,50,45,0
Caribe,C-2661,Orientacion Emprendedora,G-4702,Martes 15:00 - 16:30 p.m,50,33,0
Caribe,C-2661,Orientacion Emprendedora,G-4784,Viernes 7:00 - 8:30 a.m,50,13,0
Caribe,C-2640,Sistemas Nivel 2,G-4663,Sabado 8:00 - 9:30 a.m,60,60,0
Caribe,C-2638,Sistemas e Informatica | Nivel basico,G-4661,Miercoles 15:00 - 16:30 p.m,50,50,1
Caribe,C-2638,Sistemas e Informatica | Nivel basico,G-4662,Sabado 9:00 - 10:30 a.m,50,50,1
Caribe,C-2638,Sistemas e Informatica | Nivel basico,G-5059,Sabado 10:00 - 11:30 a.m,50,50,0
Caribe,C-2645,Ingles Nivel 1,G-4642,Martes 15:00 - 16:30 p.m,40,40,0
Caribe,C-2645,Ingles Nivel 1,G-4643,Sabado 8:00 - 9:30 a.m,40,40,0
Caribe,C-2645,Ingles Nivel 1,G-4664,Sabado 7:30 - 9:00 a.m,40,40,0
Caribe,C-2645,Ingles Nivel 1,G-4706,Viernes 18:00 - 19:30 p.m,40,40,0
Caribe,C-2645,Ingles Nivel 1,G-5064,Sabado 14:00 - 15:30 p.m,40,40,3
Caribe,C-2649,Ingles Nivel 2,G-4644,Sabado 10:00 - 11:30 a.m,50,45,0
Caribe,C-2649,Ingles Nivel 2,G-4781,Sabado 15:00 - 16:30 p.m,50,30,0
Caribe,C-2683,Italiano Nivel 1,G-4671,Martes 18:00 - 19:30 p.m,60,60,1
Caribe,C-2688,Portugues Nivel 1,G-4811,Viernes 16:00 - 17:30 p.m,50,50,0
Caribe,C-2630,Profundizacion Costos para Emprendedores,G-4660,Sabado 9:00 - 10:30 a.m,50,4,0
Caribe,C-2533,Despertar Humano,G-4638,Sabado 9:00 - 10:30 a.m,50,27,0
Caribe,C-2533,Despertar Humano,G-4668,Martes 13:00 - 14:30 p.m,50,32,0
Caribe,C-2533,Despertar Humano,G-4715,Sabado 9:00 - 10:30 a.m,50,5,0
Caribe,C-2533,Despertar Humano,G-5061,Sabado 15:00 - 16:30 p.m,50,50,0
Caribe,C-2734,Pintura en Madera,G-4674,Martes 7:30 - 9:00 a.m,50,18,0
Caribe,C-2734,Pintura en Madera,G-4709,Sabado 8:00 - 9:30 a.m,50,37,0
Caribe,C-2628,Economia del Hogar,G-4645,Sabado 14:00 - 15:30 p.m,50,50,2
Caribe,C-2628,Economia del Hogar,G-4681,Sabado 8:00 - 9:30 a.m,50,24,0
Caribe,C-2628,Economia del Hogar,G-5022,Viernes 18:00 - 19:30 p.m,50,19,0
Caribe,C-2628,Economia del Hogar,G-5055,Martes 14:00 - 15:30 p.m,50,42,0
Caribe,C-2550,Despertar Emprendedor,G-4658,Sabado 14:00 - 15:30 p.m,50,50,0
Caribe,C-2550,Despertar Emprendedor,G-4705,Jueves 10:00 - 11:30 a.m,50,50,1
Caribe,C-2700,Mi Negocio en Internet,G-4640,Martes 8:00 - 9:30 a.m,50,12,0
Santanderes & Boyaca,C-2531,Italiano Nivel 1,G-4368,Miercoles 10:00 - 11:30 a.m,60,60,1
Santanderes & Boyaca,C-2674,Modisteria (Faldas),G-4543,Jueves 9:30 - 11:00 a.m,50,50,0
Santanderes & Boyaca,C-2622,Orientacion Emprendedora,G-4416,Sabado 8:00 - 9:30 a.m,50,50,0
Santanderes & Boyaca,C-2625,Familias Empresarias del Campo,G-4417,Sabado 9:00 - 10:30 a.m,50,50,0
Santanderes & Boyaca,C-2522,Profundizacion Costos para Emprendedores,G-4353,Sabado 10:30 - 12:00 m,60,8,0
Santanderes & Boyaca,C-2537,El ABC del Reciclaje,G-4372,Sabado 9:00 - 10:30 a.m,50,44,0
Santanderes & Boyaca,C-2624,Mi Negocio en Internet 1,G-4692,Viernes 20:30 - 22:00 p.m,50,10,0
Santanderes & Boyaca,C-2723,Sistemas Nivel 2,G-4547,Miercoles 15:00 - 16:30 p.m,50,50,0
Santanderes & Boyaca,C-2518,Comprension Lectora,G-4419,Jueves 14:00 - 15:30 p.m,50,50,0
Santanderes & Boyaca,C-2529,Despertar Emprendedor 1,G-4366,Viernes 9:00 - 10:30 a.m,50,50,0
Santanderes & Boyaca,C-2529,Despertar Emprendedor 1,G-5111,Miercoles 20:30 - 22:00 p.m,50,50,0
Santanderes & Boyaca,C-2530,Ingles Nivel 2,G-4367,Viernes 19:00 - 20:30 p.m,60,60,0
Santanderes & Boyaca,C-2526,Economia del Hogar,G-4356,Sabado 8:00 - 9:30 a.m,50,50,0
Santanderes & Boyaca,C-2526,Economia del Hogar,G-4358,Martes 15:00 - 16:30 p.m,50,50,0
Santanderes & Boyaca,C-2526,Economia del Hogar,G-5044,Sabado 9:00 - 10:30 a.m,50,50,1
Santanderes & Boyaca,C-2526,Economia del Hogar,G-5045,Sabado 9:00 - 10:30 a.m,50,50,0
Santanderes & Boyaca,C-2677,Bisuteria 1,G-5050,Jueves 15:00 - 16:30 p.m,50,50,1
Santanderes & Boyaca,C-2677,Bisuteria 1,G-5051,Jueves 15:00 - 16:30 p.m,50,50,0
Santanderes & Boyaca,C-2528,Ingles Nivel 1,G-4412,Miercoles 20:00 - 21:30 p.m,60,60,2
Santanderes & Boyaca,C-2528,Ingles Nivel 1,G-4414,Viernes 17:30 - 19:00 p.m,60,60,2
Santanderes & Boyaca,C-2528,Ingles Nivel 1,G-5047,Sabado 9:00 - 10:30 a.m,60,60,0
Santanderes & Boyaca,C-2528,Ingles Nivel 1,G-5049,Sabado 9:00 - 10:30 a.m,60,60,0
Santanderes & Boyaca,C-2532,Sistemas e Informatica | Nivel basico,G-4411,Miercoles 15:00 - 16:30 p.m,50,50,0
Santanderes & Boyaca,C-2532,Sistemas e Informatica | Nivel basico,G-5046,Sabado 8:00 - 9:30 a.m,50,50,1
Santanderes & Boyaca,C-2443,Despertar Humano,G-4229,Miercoles 9:00 - 10:30 a.m,50,50,1
Santanderes & Boyaca,C-2443,Despertar Humano,G-4230,Viernes 9:00 - 10:30 a.m,50,50,0
Santanderes & Boyaca,C-2443,Despertar Humano,G-5066,Martes 8:00 - 9:30 a.m,50,50,0
Santanderes & Boyaca,C-2443,Despertar Humano,G-5074,Miercoles 16:00 - 17:30 p.m,50,50,2
Pacifico,C-2439,Bienestar para la Persona Mayor,G-4219,Martes 20:00 - 21:30 p.m,50,23,0
Pacifico,C-2439,Bienestar para la Persona Mayor,G-4220,Sabado 14:00 - 15:30 p.m,50,35,0
Pacifico,C-2439,Bienestar para la Persona Mayor,G-4221,Viernes 14:00 - 15:30 p.m,50,23,0
Pacifico,C-2440,Costos para Emprendedores/Contabilidad,G-4878,Jueves 20:00 - 21:30 p.m,60,9,0
Pacifico,C-2457,"Bisuteria 1, 2",G-4232,Martes 10:00 - 11:30 a.m,60,60,1
Pacifico,C-2442,Business English 1,G-4669,Sabado 10:00 - 11:30 a.m,60,40,0
Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-4256,Sabado 8:00 - 9:30 a.m,50,11,0
Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-4257,Miercoles 10:00 - 11:30 a.m,50,6,0
Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-5081,Viernes 14:00 - 15:30 p.m,50,7,0
Pacifico,C-2648,Ingles 1,G-4467,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2648,Ingles 1,G-4468,Martes 20:00 - 21:30 p.m,50,50,8
Pacifico,C-2648,Ingles 1,G-4545,Miercoles 20:00 - 21:30 p.m,50,50,1
Pacifico,C-2648,Ingles 1,G-4548,Sabado 14:00 - 15:30 p.m,50,50,1
Pacifico,C-2648,Ingles 1,G-4559,Miercoles 20:00 - 21:30 p.m,50,50,9
Pacifico,C-2648,Ingles 1,G-4564,Sabado 10:00 - 11:30 a.m,50,50,1
Pacifico,C-2648,Ingles 1,G-5080,Miercoles 14:00 - 15:30 p.m,50,50,5
Pacifico,C-2650,Ingles 2,G-4461,Martes 20:00 - 21:30 p.m,50,38,0
Pacifico,C-2650,Ingles 2,G-4462,Jueves 20:00 - 21:30 p.m,50,22,0
Pacifico,C-2650,Ingles 2,G-4465,Viernes 20:00 - 21:30 p.m,50,20,0
Pacifico,C-2650,Ingles 2,G-4466,Sabado 8:00 - 9:30 a.m,50,42,0
